"","county","weave_ct2010","gradrate","ccrpi","grade3","grade8","lbw","childnohealth","childpoverty","povertyrate","housingburden","momsnohs","collegerate","adultsnoedu","adultnohealth","unemployment","ChildZ","FamilyZ","CommunityZ","CWB_Index"
"559","Fulton",13121011301,67.3,57.7,20.4,8.5,10.5,36.1,30.7,39.2,41.3,21.8,68.3,13.1,29.8,26,0.193438490849034,0.520661155276827,0.394646880532409,0.348214293180528
"560","Fulton",13121011303,67.3,57.7,21.5,6.2,10.3,29.6,34.7,36.2,51.4,27.6,68.3,16.7,33.2,11.7,0.21752728125238,0.422028943856269,0.501615723375644,0.352320575565531
"561","Fulton",13121011305,78.7,64.4,20.5,6.1,10.5,14.9,47.9,59.6,60.1,17.2,82.4,11.7,35.9,21.2,0.325192878022113,0.338547794095746,0.516968173116315,0.358742065247065
"562","Fulton",13121011306,79.3,64.7,25.5,6.4,14.5,23.6,54.7,49.8,57.6,18.6,83.2,14.6,35.9,14.1,0.221922797039015,0.384719041478607,0.57580468559123,0.364275679818752
"563","Fulton",13121011405,84.6,80.9,42.4,48.1,8.2,20.8,34.1,27.2,37.5,20,86,15.8,37.8,9,0.582884128817766,0.605505407975492,0.629487463685522,0.600703357160738
"564","Fulton",13121011410,82.6,75.5,70.7,37.2,5.6,15.2,7.7,4.7,29.6,6.2,85.1,5.7,14.9,7.1,0.708707668376182,0.838451452489489,0.830977074768464,0.814900241462158
"565","Fulton",13121011411,82.6,75.5,39,37.2,4.6,7.4,3,8.5,30.8,12.2,85.1,2.5,13.9,6.3,0.708933663486597,0.776016820631677,0.867376064812687,0.801236360208589
"566","Fulton",13121011412,82.6,75.5,67,54.6,8.3,3,14.0466,18.7,35.4,5,85.1,6.5,18,8.9,0.747164596322682,0.751340842495705,0.790805591152533,0.776437716951215
"567","Fulton",13121011414,82.6,75.5,69.3,55.7,6.7,5.9,22.2659,24.5,38.8,5.3,85.1,2.3,26,5.6,0.746366948890617,0.702909428324876,0.815439153285115,0.764224867234031
"568","Fulton",13121011416,91.2,90.4,71.6,45.4,8.4,1.8,1.6,10.7,27.9,1.0145,92.5,1.8,4.3,3.9,0.856600950674719,0.861614539281388,0.994305545260667,0.933309956710931
"569","Fulton",13121011417,85.6,83.6,72.2,44.2,6.5,2.8465,3.6,7,29.1,0.1726,86.5,0.8,3.8,4.9,0.827000494818761,0.872725833033815,0.954134185764178,0.913681196797811
"570","Fulton",13121011418,85.6,83.6,76.5,62.4,5.1,8.6144,0.9,5.8,27,-0.0126,86.5,3.7,8.9,6.9,0.873780762814811,0.893522103983164,0.886740373023739,0.914506887797638
"571","Fulton",13121011419,85.6,83.6,74.8,62.4,4.6,2.4,11.6,9,31.1,3.1,86.5,2.7,11.2,15.6,0.886367244261315,0.831608174939515,0.791189313887894,0.858294453894937
"572","Fulton",13121011420,84,79.2,39.5,44.6,7.3,31.1,39.8,68.2,59.6,43.9,85.7,40.1,71.7,8.9,0.51051578806156,0.134201133108293,0.309607067476773,0.260619661703884
"573","Fulton",13121011421,86.1,84.2,32.5,42.4,6.9,12.6,18.5,40.8,39.4,34.7,87.2,13.5,48.4,9.3,0.661912231686944,0.443547631209466,0.597562008839767,0.546981215986076
"574","Fulton",13121011422,85.6,83.6,68.4,62.4,7.2,5.3,4.1,9.8,32.4,2.4,86.5,2.5,9.8,9.6,0.836072839852215,0.823855251834235,0.862545464586871,0.86326109766265
"575","Fulton",13121011423,85.6,83.6,68.4,62.4,7.8,1.8,10.8,8,23.7,3.4783,86.5,3,6.1,2.7,0.830519471491425,0.885778262381948,0.949845761838522,0.918934337589418
"576","Fulton",13121011424,83.1,76.2,79.4,69.5,8.6,11.3,3.3,3.6,20.7,3.1163,85.3,2.6,10.1,5.9,0.786308960260835,0.926403335096816,0.891229729819436,0.900385967395367
"577","Fulton",13121011425,95,92.6,81,74,6,5.5,0.3,2.2,26.6,3.5356,91.9,3.6,3.2,4,0.981241502167878,0.886896871249374,0.981903175247932,0.98214197032462
"578","Fulton",13121011426,94.9,92.5,82.1,73.6,5.8,1.9,1.6,8.1,30.9,4.9,91.9,12.3,6.3,5,1,0.824681735103038,0.893347321086932,0.930392653050109
"579","Fulton",13121011427,87.7,82.5,73.2,71.1,7.7,4.9444,1.7108,2.5,22.1,1.3,87.8,2.3,7.5,5.5,0.867391694540981,0.932524202555777,0.9270339651931,0.943357129891106
"580","Fulton",13121011503,90.5,89.5,84.1,57.6,9,1.7,6.8,7.2,21.2,2.5,91.8,2.5,2.8,3.3,0.883249067379928,0.913097527995676,0.998496187172055,0.965891570967207
"581","Fulton",13121011504,94.5,88.2,69.4,58.8,8.3,2.5,1.2,4.7,23.3,4.2,92.5,3,4.2,4.5,0.883734343381203,0.896531378591695,0.979894518086017,0.952349288449673
"582","Fulton",13121011505,88.8,87.5,80.5,42.6,7.9,2.5,2,4,20.6,1.4301,90.2,1.3,1.7,7.7,0.851210804537359,0.936638707301165,0.956013851442046,0.949925696233515
"583","Fulton",13121011506,85.6,83.6,80.7,57.1,9.9,2.2,2.6,8.1,21.2,-0.7528,86.5,0.8,4,5.6,0.827261911455843,0.930974030795667,0.945793002286051,0.935710396213723
"584","Fulton",13121011610,91.7,90,71.7,60.3,5,3.3,13.2,16.7,33.1,8.2,92.5,3.1,9.1,4.7,0.908934810316405,0.754437764617475,0.952493649161245,0.890406636114597
"585","Fulton",13121011611,90.8,89.8,66,50,7.5,16.4,24.8,27,33,11.8,92.2,12.5,21.6,2.3,0.743765862319771,0.692139924914987,0.845413944630615,0.769405917995221
"586","Fulton",13121011612,95,92.6,80.6,74,6.8,1.5,3.3917,2.3,20.9,1.7453,91.9,3.1,7.1,7.9,0.981966983382861,0.938936699377556,0.925046587090835,0.98440070030037
"587","Fulton",13121011613,91.9,91.4,80.8,64,8.4,11.9,20.2,16.5,27.9,7.8297,92.6,2.8,24.7,12.9,0.833405869283984,0.794749068523219,0.791077086488935,0.824460126884476
"588","Fulton",13121011614,92.4,86.6,63.3,57.5,7.7,19.6,12.4,13.3,26.8,2.9,91.4,0.8,14.6,5.8,0.755004564857529,0.847158526390454,0.922674417899166,0.867034255127044
"589","Fulton",13121011615,95,87.9,67.5,58.4,7.5,1.1,0.9,4.7,22,1.8,92.5,1.9,4.9,6.9,0.899161993395569,0.921541946307014,0.959129220460934,0.960904408926485
"590","Fulton",13121011616,90.9,87.7,63.2,58.3,7.3,13.2,5.1,33.1,34,7.6,91.7,3.2,13.7,5.3,0.808814196627788,0.689187621032303,0.917153894270722,0.815832332754122
"591","Fulton",13121011617,92.2,90.5,80.3,70,9.9,1,4.3,10.7,27.3,1.1499,92.2,1.5,7.1,9.9,0.908516657441289,0.865009996665476,0.917548752304844,0.925108980933233
"592","Fulton",13121011618,90.8,86.5,79.9,82.5,12.6,8.3,5.7,7.1,17.4,5.2,91.4,4.3,18,6.8,0.834932179466831,0.922908268174843,0.869981100059801,0.907880410911813
"593","Fulton",13121011619,90.8,86.5,78,82.5,7.9,2.2,3.1,12.2,17.3,2.4,91.4,5,13.7,10.6,0.937068273003625,0.922458418977166,0.846692961636889,0.934170244665555
"594","Fulton",13121011620,90.6,89.2,79.9,76.8,8.9,1.5,2.5,11.8,35.8,2.2,92.3,4.3,12.1,7,0.928122181319881,0.793242692814937,0.903395475103576,0.896053355892527
"595","Fulton",13121011621,90.8,86.5,77.8,82.5,5.6,3,2,4.6,27.6,-1.1564,91.4,0.9963,6.7,3,0.969280650647321,0.901328312835498,0.990252806848435,0.987214172619636
"596","Fulton",13121011622,96.2,93.4,81.5,73.9,8,2.9,6.7,6.2,31.3,2.5849,92.7,3.6,7.8,9.7,0.959196162947065,0.84427162198012,0.904324126846251,0.928786240856168
"597","Fulton",13121011623,94.2,92.4,82.5,69.2,9.8,3.1,8.6,12.2,34.1,0.9,92.6,3.3,14.9,7.2,0.907842048455155,0.812367880942361,0.896405283198065,0.894838833841865
"598","Fulton",13121011624,94.8,92.8,79.5,72.7,11.5,0.9,0.7,7.3,14.5,5.919,92.8,1.5,14.8,3.9,0.915528079200908,0.938131094658669,0.945746762553634,0.968806180413774
"599","Fulton",13121011625,94.2,92.3,80.4,70.7,6.5,10.9,7.2,10.8,27.8,2.4,92.3,4.7,15.4,5.8,0.91982898749508,0.8528643926269,0.896542145810729,0.916287130676156
"600","Fulton",13121011626,91.7,91.4,83.6,65.6,8.2,9.7,5.8,13.5,34.3,1.9,92.9,4.6,21.5,11.8,0.88600139994995,0.799410952498368,0.807697935386484,0.850278405758118
"601","Fulton",13121011800,72.2,63.8,25.4,26.7,12.6,4.6,82.4,78.2,58.8,23.7,80.4,21.4,27.1,24.9,0.302866970434087,0.234045809877205,0.439504091490746,0.27886999740687
"602","Fulton",13121011900,82.4,71.1,34.8,58.3,4.1,11.9,88,42.1,50.7,11.5,80.4,17.8,18.9,18.3,0.540493368604345,0.50997585057853,0.575701506054444,0.526267365481873
"603","Fulton",13121012000,68.6,57.1,19.3,12.7,14.7,16.7,60.7,82.8,60.2,34.6,51,29.4,50.7,28.7,0.173941164084897,0.135004963297797,0.0307881968642625,0.0471008912275662
"604","Fulton",13121012300,67.3,57.7,14.3,8.6,11.8,8.9,50.2,27.6,48.9,16.8,68.3,12.2,24.1,14.1,0.2567543036705,0.543573333768086,0.554454764069144,0.436467596892958
"605","Gwinnett",13135050103,84.1,81.6,59.8,58.3,7.9,10.8,27.5,35.6,43.1,17.9,72.2,16.2,23.6,8.6,0.709513777133642,0.547151232985177,0.611471767468806,0.612446646335094
"606","Gwinnett",13135050105,88.5,91.1,55.8,60.1,8.4,14.2,40.2,57.7,38.6,34.6,78.3,26.3,43.1,14.7,0.70802599975996,0.385241854453085,0.417148226468633,0.473512120494639
"607","Gwinnett",13135050106,86.8,87.2,58.7,59.3,5.4,7.6,35.3,27.8,35.4,24.7,77.6,20.6,28.6,8.4,0.778349166578235,0.58739338325558,0.592307262873495,0.646268987408527
"608","Gwinnett",13135050107,82,77.1,62.6,57.7,9.1,5.9,10.7,16.9,30.2,3.8,65.8,5.3,15.3,8.1,0.730129058968569,0.803213212620181,0.694677487228539,0.758595589921995
"609","Gwinnett",13135050108,90.3,87.5,79.5,74,6.8,4.1,16.7,13.5,31.3,5.3,87.9,7.6,13.2,7.8,0.901820896112142,0.798540263564948,0.83689465379551,0.86568724240753
"610","Gwinnett",13135050109,86.8,83.1,68.8,66.6,7.2,6.2,19.1,18.5,26.8,11.5,82.9,6.7,16.5,10.6,0.812516023314477,0.770890577428613,0.764633806304491,0.797729851908726
"611","Gwinnett",13135050205,73.6,74.3,60.5,52.8,7.7,11.6,15.8,36,40.7,10.9,81.3,13,22.6,6.1,0.65576744343793,0.608633986231612,0.725422973199502,0.66101240647149
"612","Gwinnett",13135050208,81.6,79.5,61.3,50.5,6.8,8.5,10.3,23.3,32.4,5.5,89.2,8,27.5,9.9,0.741876859201781,0.751875300992205,0.748789994231743,0.759906744229571
"613","Gwinnett",13135050209,73.6,74.3,53.4,52.8,8.6,21.1,23.6,32.9,45.7,11.5,81.3,7.4,43,17.9,0.564426950887982,0.580872978848116,0.539615734152094,0.551887255935808
"614","Gwinnett",13135050210,88.7,85.1,77.4,61.5,6.6,14.5,21.6,22.8,32.8,3.4,88.2,10.6,23.3,3.7,0.795472065335206,0.764697880621632,0.809606554084009,0.805290776370481
"615","Gwinnett",13135050211,73.6,74.3,41.9,52.7,6.6,22.8,62,64.4,60.7,27.8,81.3,18.2,50.1,13.8,0.481994448865756,0.246418545589914,0.469359277880984,0.355777456219078
"616","Gwinnett",13135050212,91.2,88.5,76.5,73.4,4.4,4.9,3,4.7,29.8,4.1,89.3,4.2,7.6,5.5,0.962212216711968,0.850788311528764,0.922724555287466,0.93915127481821
"617","Gwinnett",13135050213,91.7,89.2,73.2,77.1,6.7,19,9.9,15.5,29.9,2.2,89.2,3.9,24.3,8.9,0.84934196302024,0.821199353857464,0.804791478814394,0.846080214254294
"618","Gwinnett",13135050214,76,75.8,64.1,52.5,8.4,15,2.5,21.1,32.4,3.6,82.4,2.5,22.3,8.9,0.677339338456669,0.772747717821205,0.780252049934985,0.758061904396913
"619","Gwinnett",13135050215,81,78.8,54.3,51.7,8.7,25.8,19,36.4,46.1,9.1,84.6,4.6,37.4,7.7,0.59279329819258,0.580354977642804,0.716416498253173,0.624271675388041
"620","Gwinnett",13135050216,86.5,82.2,83.2,50.5,7.1,4.1,8.2,14.6,29.6,2.6,87.2,2.9,23.2,5.5,0.83576018426465,0.824163074601223,0.840009078846784,0.85526242810093
"621","Gwinnett",13135050217,86.3,82.1,69.4,50.6,9.2,13.1,5.5,15.4,37.8,2.7,87.1,6.2,21.3,5.5,0.736751460397854,0.761912716997538,0.825171769124788,0.789649247937113
"622","Gwinnett",13135050218,73.6,74.3,59.8,52.8,5.6,16.9,1.8,26.8,31.8,24.4,81.3,14.7,37,9.7,0.68862523981894,0.618884117619646,0.603217849580531,0.633072865668878
"623","Gwinnett",13135050219,73.6,74.3,60.5,52.8,12.3,4,12.9,16.5,22.8,3.2,81.3,8.1,22.6,6.5,0.631148538169659,0.86149955258647,0.756441965889798,0.771813173253785
"624","Gwinnett",13135050220,73.6,74.3,55.5,52.8,11.1,20.3,28.5,43.6,40.4,10.7,81.3,6.4,21.2,7.8,0.525063103947603,0.583003177955127,0.762055741390207,0.618593859938622
"625","Gwinnett",13135050304,69.6,72.6,26.4,37.6,7.5,18,50.2,57.9,53.9,28.7,75.5,23.5,53.6,9,0.431720702276207,0.313933237096665,0.425956117817379,0.352080580719665
"626","Gwinnett",13135050306,69.6,72.6,26.2,31.3,7.1,25.4,54.5,58.9,51.3,41.7,75.5,51.5,71,10.3,0.377396359433293,0.24345706485525,0.211330769987239,0.227030459371835
"627","Gwinnett",13135050308,69.6,72.6,77.9,46.5,8.3,6.9425,3.4,8,18.1,2.6754,75.5,4.6,4,9,0.695869133799877,0.931015001063397,0.810641927544349,0.842874085041925
"628","Gwinnett",13135050309,72.7,73.9,51.7,50.7,8.8,1,8.3,14.8,33.2,5.7,80.3,2.6,15.2,9.8,0.680872376816096,0.777381053598531,0.791939226930794,0.765407343799884
"629","Gwinnett",13135050310,69.6,72.6,45.8,46.5,7.7,13.8,23.4,17.7,29.3,5.8,75.5,4.5,14.4,5.8,0.5644563937613,0.793467182138975,0.792722172550547,0.732929851504509
"630","Gwinnett",13135050311,69.6,72.6,33.4,31.3,8.9,1.5,9.6,4.7,29.7,2.8,75.5,5,12.4,4.3,0.57828113421809,0.860023019451863,0.814887732107032,0.77399129844119
"631","Gwinnett",13135050313,70.1,72.8,34.8,34,7.7,9,22.5,37.7,37.2,23.9,76.3,24,36.8,8,0.543098095496131,0.5419035101219,0.522390733294523,0.521827344023541
"632","Gwinnett",13135050314,71.6,73.5,40.3,42.5,8,23.5,27,35.8,32.2,26.2,78.8,12.7,42.4,10.4,0.494903685796919,0.569790063956092,0.566747937858351,0.533137563163285
"633","Gwinnett",13135050315,69.6,72.6,42.1,46.5,7.6,16.3,41.4,39.6,40,16.4,75.5,11.3,34.3,15.5,0.508325972977934,0.563804608825663,0.542328931303303,0.526453530425103
"634","Gwinnett",13135050317,69.6,72.6,45.8,46.5,9,36.5,19.7,37.3,33.8,23.2,75.5,20.8,52.3,11.6,0.439681194044752,0.572292367532977,0.424627131421932,0.464805632021344
"635","Gwinnett",13135050318,69.6,72.6,45.8,46.5,9.4,47.9,38.2,50.4,42.2,21.3,75.5,19.2,37.1,8.8,0.39307303410718,0.474654579482514,0.5417417254134,0.448879666131277
"636","Gwinnett",13135050319,69.6,72.6,33.6,31.3,9.4,22.5,44.7,57.5,46.3,36,75.5,39.2,48.8,8.2,0.392921138583277,0.321866463909691,0.345604091704235,0.313654802611889
"637","Gwinnett",13135050320,69.6,72.6,34.6,31.3,8.9,29.8,64.3,58.4,58,45.1,75.5,35.7,58.6,18.8,0.324875343307282,0.175258875382651,0.210470457558781,0.179677469680316
"638","Gwinnett",13135050321,69.6,72.6,56.3,46.5,5.2,0.5,2.6,6.5,33.1,5.7168,75.5,2,3.9,8.4,0.732666182090232,0.809746658955205,0.836117014118369,0.812611614304502
"639","Gwinnett",13135050322,69.6,72.6,81.3,46.5,10.1,4.1,0.7,1.3,19.9,2.7961,75.5,1.5,5.5,6.1,0.695666325605235,0.943014171360978,0.85579158967339,0.864011613954012
"640","Gwinnett",13135050410,55.3,65.1,38.2,28.3,6.5,16.5,43.3,49.2,44.9,26.9,65.2,27.8,38.7,20.2,0.390761134825818,0.42326808105631,0.284804851172892,0.334637081827683
"641","Gwinnett",13135050415,74.1,68.5,47.4,37.5,6.8,11.7,6.5,9.3,24,9,80.6,5.1,14.8,12.5,0.606661006263614,0.842469907759849,0.749647648372769,0.752918905600723
"642","Gwinnett",13135050416,74.1,68.5,43.3,37.5,6.8,11.8,20.6,26.6,35.2,29.8,80.6,8,22.9,21.7,0.568383289226553,0.559985026144019,0.591728014673899,0.562855536119952
"643","Gwinnett",13135050417,52,63.2,28.6,34.1,5.9,32.2,52,74.4,66,52.1,62.8,51.2,68.4,10,0.277543293755312,0.0210264332695118,0.131113067945665,0.0693502399040479
"644","Gwinnett",13135050418,52,63.2,28.3,34.1,6.6,20.6,45.5,71.2,49.7,39.1,62.8,39.4,69.5,13.7,0.337963361983202,0.224851171196856,0.114006889993642,0.170996830419794
"645","Gwinnett",13135050419,52,63.2,35.4,33.7,8.5,23.5,39.3,62.6,48.1,36.7,62.8,34.3,63.1,16.9,0.321501395921785,0.284913127486327,0.134506384514889,0.198376412697816
"646","Gwinnett",13135050421,52,63.2,38.9,20.8,8,10.4,30.3,56.1,46.7,36.5,62.8,31.3,50.3,10.6,0.391508584972003,0.32109133568492,0.286327935505152,0.291737689205672
"647","Gwinnett",13135050422,52,63.2,34.8,20.3,8.8,23.3,50.5,59.3,59.4,40.8,62.8,34.9,63.1,14.6,0.263593333438023,0.190005751083866,0.154304244487543,0.145122213334236
"648","Gwinnett",13135050423,55.9,61.3,36.3,39.4,7.7,15.7,63.2,59.4,52.8,26.1,67,18.9,56.1,8.6,0.342915210084669,0.333086961313335,0.39486768784282,0.318967854356458
"649","Gwinnett",13135050424,52.4,63,34.7,21.9,9.2,30,39.8,49.1,41.1,32.5,63.3,32,55.3,9.5,0.250651139198461,0.414070694178484,0.271022757765137,0.278094312664336
"650","Gwinnett",13135050425,88.5,84.8,64.8,57.7,4.2,5.4,2.4,18.9,25.8,8.5,87.3,7.1,15.2,9.1,0.881339750750862,0.796161697065218,0.812887192726772,0.849149311370559
"651","Gwinnett",13135050426,88.5,84.8,62.3,57.7,3.8,10.7,14.3,16.4,27.5,8.8,87.3,7.5,16.4,9.3,0.830921347857819,0.7916271783824,0.801895260221567,0.826130856997865
"652","Gwinnett",13135050427,89.2,86.7,57.6,58.5,6.7,20.4,26.5,21.9,37.8,10.3,87.5,11.1,21.5,12.6,0.716184186561513,0.687224539495075,0.717156837977723,0.712248550103408
"653","Gwinnett",13135050428,88.5,84.8,74.4,57.7,6.3,11.2,7,10.6,29.3,10.0424,87.3,10.3,13.5,7.7,0.830675545341916,0.792830074993483,0.813096755001603,0.830549775898858
"654","Gwinnett",13135050429,89.4,87.6,71.4,58.9,2.8,15.8,3.4,15.3,26.2,5.3,87.5,7.5,15.1,6.5,0.878518672372023,0.828057133497926,0.839081540946806,0.871155245549969
"655","Gwinnett",13135050430,88.5,84.8,65.7,57.7,7.1,11,11.1,23.4,37.5,13.7,87.3,10.5,22,9.2,0.793737862770454,0.661340517241012,0.753287130561061,0.740447307772996
"656","Gwinnett",13135050431,81.3,80.6,44.8,49,8.1,12.2,30.1,41.4,43.5,23.6,82.9,24.6,40.8,13.3,0.629499872644219,0.484740076738172,0.48577450956241,0.513761150423883
"657","Gwinnett",13135050432,59.6,67.7,38.2,36.5,10.8,16.8,8.1,32.2,39.4,24,68.3,15.9,35.5,8,0.442855838263906,0.546590983956428,0.534609243761003,0.494053291677341
"658","Gwinnett",13135050433,52,63.2,28.9,34.1,5.8,19,20.5,51.8,55.4,30.8,62.8,22.9,39.2,9.6,0.41150741334644,0.312804462271522,0.412867999725219,0.340056048670479
"659","Gwinnett",13135050434,52,63.2,32,34.1,6.8,37.5,62,67.7,45.1,44.8,62.8,45.6,67.9,12,0.226677959163058,0.233719816689591,0.110148261149622,0.13552695606416
"660","Gwinnett",13135050435,69,72.5,38.4,32.8,6.8,23.2,18.5,42.6,32.4,34.2,75,28.2,38.7,15.9,0.493554496443602,0.489904408653999,0.391331649689525,0.436059626315192
"661","Gwinnett",13135050436,73.9,73.2,43.6,48.5,7.7,17.1,27.8,40.4,44.7,18,78.4,27.2,42.8,14,0.556501475404627,0.516706279675718,0.420180055764297,0.479223934536272
"662","Gwinnett",13135050511,86.5,82.2,55.1,50.5,8.4,24.7,26.7,40.6,40.3,17.9,87.2,15.7,36.3,8.9,0.618665225111252,0.548004614126133,0.646657337962509,0.594408358838719
"663","Gwinnett",13135050520,73.1,74.5,28.6,37.5,10.8,20.6,28.3,58.7,54.1,19.1,80,20.5,33.5,17.7,0.439705105776121,0.372367657660039,0.48670727440842,0.40141848358549
"664","Gwinnett",13135050521,73.1,74.5,44,37.5,7.3,23.3,28.9,42,43.8,24.2,80,15.7,29,10.6,0.507984161284625,0.476369849833497,0.618204456015757,0.515960200352327
"665","Gwinnett",13135050522,73.1,74.5,46.2,37.3,11.4,11.6,24.7,45.9,37.2,21,80,23.9,29.3,11.7,0.517942299034567,0.529532412626284,0.546242433443782,0.516464319854933
"666","Gwinnett",13135050523,79.5,78.3,47.6,45.5,8.5,15.2,9.2,39,44.4,11.2,87,7.6,25.6,10.9,0.634675228141011,0.568775959084162,0.736274561804136,0.640649466465828
"667","Gwinnett",13135050524,57.8,60.4,36.9,44.3,6.3,24.3,22,46,47.9,23.5,68.8,18.4,32.4,10,0.422581913320399,0.436384321034651,0.514515406488952,0.432866352329849
"668","Gwinnett",13135050525,81.6,79.5,61.4,50.5,7.8,20,12.3,18.3,35.4,5.7,89.2,10.9,23.3,13.4,0.665647363763281,0.748283367776357,0.712335377521562,0.719437881368506
"669","Gwinnett",13135050526,57.2,60.7,34.7,48.9,7.3,11.1,6.7,52.3,58.2,24.9,68.2,17.4,31.9,13.8,0.510434216389573,0.329575747043234,0.480438757204718,0.40496732825215
"670","Gwinnett",13135050527,82.4,78.3,58,52.8,7.2,8.5,6.6,18.1,30.5,5,88.3,9.2,13.4,8.3,0.740231779223511,0.788614228951757,0.821777758210769,0.801044740099546
"671","Gwinnett",13135050528,81.9,79.1,62.6,51.2,9,24.5,4,17.6,26.4,8.7,88.9,7.4,21.9,9.8,0.646159108732329,0.795542606581089,0.780278742104739,0.757203935547963
"672","Gwinnett",13135050529,82.5,80,63.3,50.5,7.9,14.8,32.5,27.3,54.7,13.1,88.9,8.8,26.6,11.2,0.6567031014889,0.527571346434736,0.731960543209127,0.628991953692203
"673","Gwinnett",13135050530,86.5,82.2,55.2,50.5,8.9,2.6,8.2,13.1,32.8,3.9,87.2,6.7,22.8,9.1,0.760378472178466,0.798539943940859,0.776972199141885,0.796196148147711
"674","Gwinnett",13135050531,73.2,74.9,47.3,42,8.1,12.2,32.4,34.5,50.8,18,77.7,18.2,28.4,10.1,0.562586366595539,0.495740788215957,0.593393746599532,0.534000740217893
"675","Gwinnett",13135050532,80.5,81.9,52.3,44.4,9.4,5.4,19.5,32.9,51.8,12.9,83.3,11.2,36,15.4,0.673387738053783,0.528153415449354,0.586764992098535,0.583225931671806
"676","Gwinnett",13135050533,57.8,60.4,40.3,32.7,8.6,4.3,12.8,32.2,45.7,20.7,68.8,22.2,27.7,10,0.488340315979351,0.523250048682521,0.510790452656431,0.491076886001661
"677","Gwinnett",13135050534,57.8,60.4,40.7,32.7,7.9,13.9,12.7,31.8,41.8,17.1,68.8,19.5,28.8,14.2,0.451933955754836,0.576216150052136,0.48064760763001,0.490600829947724
"678","Gwinnett",13135050535,57.8,60.4,41,32.7,8.4,23.2,34.2,44.2,45.7,15.5,68.8,14.5,28.8,11.8,0.353622759012861,0.511412770435229,0.541735941141899,0.451165918928041
"679","Gwinnett",13135050536,69.6,71.3,43.5,36.1,7.6,10.6,19.9,33.6,30,17.2,77.5,11.3,22.9,6.4,0.556369501358237,0.652903733808663,0.708046305536988,0.639916199017822
"680","Gwinnett",13135050537,53.1,62.7,34.6,32.7,9,28,36.6,57.8,59.9,15.9,64,9.9,39,7.2,0.295375305782662,0.355384447861922,0.540325503290953,0.364106626774954
"681","Gwinnett",13135050538,84,80.8,56.2,50.5,5.4,18.9,7.1,24.4,34.3,6.5,88.3,12.6,25.5,5,0.72114191805477,0.72754872202327,0.771225088461274,0.750431703248668
"682","Gwinnett",13135050539,57.8,60.4,38.8,36.5,7,18,53.3,49.4,54.9,24.6,68.8,23.3,37.5,19.2,0.36438476369995,0.366195807199295,0.357276063140101,0.327052427971808
"683","Gwinnett",13135050540,82.5,80,56.7,50.5,7.9,24.4,6.2,36.1,41.7,7.7,88.9,4.8,25.6,12,0.650811723887558,0.622087563986778,0.757336578273577,0.676441147868454
"684","Gwinnett",13135050541,57.8,60.4,35.2,50.4,7.4,10.6,31.3,60.8,50.6,27.6,68.8,22.1,38.9,12.3,0.465100405325623,0.333601857240909,0.431203474575463,0.373724797371839
"685","Gwinnett",13135050542,56.4,61.1,33.8,42.6,7.3,20.7,47.7,52.9,42.8,11.8,67.4,16,36.9,17.7,0.359548239404999,0.5230728048749,0.419279238508692,0.414570252909757
"686","Gwinnett",13135050543,80.1,78.7,54.1,48.5,9.2,9.1,7.4,16.4,40.9,11.3,85.1,11.8,17.1,9,0.681813737679818,0.679588528992585,0.756186706482498,0.711177275146101
"687","Gwinnett",13135050544,80.5,81.9,53.3,48.6,8.2,11.4,14.9,24.2,45.8,9.5,83.3,8,20.7,10.4,0.682342047486352,0.62656080051394,0.73894040502953,0.682539320005859
"688","Gwinnett",13135050545,79.1,76.5,45.2,45.8,9.2,11.1,12.1,33.9,45.9,11.6,84.8,14,25.4,10.9,0.625850148959675,0.574963144728822,0.676846204543676,0.619131912121601
"689","Gwinnett",13135050546,79.8,73.3,49.9,50.1,8,11.1,22.9,28.1,35.3,13.1,83.6,18.7,19.6,11.9,0.629752605556046,0.662991694453403,0.653813837212537,0.649905748176979
"690","Gwinnett",13135050547,85.5,73.5,62.1,61.3,5.9,0.9,33.8,27.5,35.5,9,83.2,11,24.2,12.8,0.759378782445605,0.690733647456355,0.674006631386866,0.713092247954071
"691","Gwinnett",13135050548,85.4,73.7,65.7,60.9,8.2,16.8,10.6,17.1,33.4,4.1,83.4,13.4,15.5,10,0.701250541808236,0.77763915953858,0.73107578142285,0.750785926136893
"692","Gwinnett",13135050549,81.6,79.5,61.3,50.5,8.3,14.3,13.3564,19.9,31,13.1,89.2,10.1,25.8,7.3,0.684189351327162,0.725065324359289,0.769483164962661,0.736168433821724
"693","Gwinnett",13135050605,86.2,78.2,71,65.6,7.7,4.9,16.8,24.7,31.7,4.3,85.3,8.1,16.6,8.3,0.796858075625677,0.759380067957867,0.793934554037756,0.797908623055487
"694","Gwinnett",13135050606,87.1,84.5,71.7,59,6,8.3,6.1,28.5,41.3,6.7,87.5,11.1,15.3,10.6,0.842798864329835,0.660580567811078,0.769230178858626,0.762502218814776
"695","Gwinnett",13135050607,84,76.8,62.4,55.6,7.9,3.7,14.7,15.2,33.4,3.9,87.5,5.9,11.4,9.6,0.751451896009349,0.786220860785778,0.836648641668027,0.809135897634685
"696","Gwinnett",13135050608,82.9,74.9,61,55.3,6.7,11.8,9.1,28.4,38.8,7.7,87.1,12.7,22.7,7.9,0.725752273021503,0.672254299217573,0.746279758309326,0.719473017597176
