"","county","weave_ct2010","ChildZ","FamilyZ","CommunityZ","CWB_Z"
"382","Douglas",13097080604,-0.267939426881422,0.213664912330123,0.0603149546355059,0.00201348002806889
"383","Fayette",13113140101,0.464751659948576,0.410623277307392,0.776783433415475,0.550719456890481
"384","Fayette",13113140102,0.217537469076105,1.02034537239906,0.302883012312893,0.513588617929352
"385","Fayette",13113140203,0.821190545848486,0.660304270029621,0.568696963690314,0.683397259856141
"386","Fayette",13113140204,0.527685960737001,0.109684281943874,0.329386614140672,0.322252285607182
"387","Fayette",13113140206,1.09995858257735,0.927303147927985,1.09063406571277,1.03929859873937
"388","Fayette",13113140207,1.46628654933496,1.21479512611256,1.23327795551639,1.30478654365464
"389","Fayette",13113140208,1.10259111614543,0.538783587440033,0.726887471470578,0.78942072501868
"390","Fayette",13113140303,1.25277350454957,0.504832394127489,1.04533050905442,0.934312135910491
"391","Fayette",13113140304,1.1333186004436,0.431196981118203,0.835965124628857,0.800160235396886
"392","Fayette",13113140305,0.467532995178085,0.793798771744655,0.401222104036937,0.554184623653226
"393","Fayette",13113140306,1.17789042371582,0.702373745633378,1.11270639787663,0.997656855741942
"394","Fayette",13113140307,1.38798545937113,1.07844628263015,1.31969368048578,1.26204180749569
"395","Fayette",13113140403,0.687899182275686,0.864910764836667,0.323012184468116,0.625274043860157
"396","Fayette",13113140404,0.81969227195213,0.853277389526463,0.486137624814339,0.719702428764311
"397","Fayette",13113140405,0.881808020564284,0.79592063213667,0.904286589068647,0.860671747256534
"398","Fayette",13113140406,0.301943520849901,0.140662939358966,0.367849542848273,0.270152001019047
"399","Fayette",13113140407,0.522289264190485,0.548543875524662,0.482872221308785,0.517901787007977
"400","Fayette",13113140408,0.988300878894734,1.14761749398551,0.673792010001216,0.936570127627153
"401","Fayette",13113140501,1.16692393460908,0.835520113204315,0.997160575786742,0.999868207866711
"402","Fayette",13113140502,1.23963098038085,0.700820249421423,1.02210769687667,0.987519642226316
"403","Fulton",13121000100,0.735716806458223,1.20458581242427,0.901727380963598,0.947343333282032
"404","Fulton",13121000200,0.765455108752212,1.04906873774346,0.984093265352466,0.932872370616047
"405","Fulton",13121000400,0.803084496656805,1.02054193728109,1.14473757314467,0.989454669027521
"406","Fulton",13121000500,0.962720965789544,0.848343701969909,0.816615193252015,0.875893287003823
"407","Fulton",13121000600,0.303825690853476,0.327377074567829,0.371268607514218,0.334157124311841
"408","Fulton",13121000700,0.192303875896841,0.469984905845827,-0.811371454313701,-0.0496942241903444
"409","Fulton",13121001001,0.490209160991893,0.600788771429858,0.896081498941905,0.662359810454552
"410","Fulton",13121001002,-0.220940439393875,-0.253872585588139,0.155975135445044,-0.106279296512323
"411","Fulton",13121001100,0.850207265020012,1.24773187565337,0.962312108275673,1.02008374964968
"412","Fulton",13121001201,0.516327028168422,0.665490727561524,0.58799062261341,0.589936126114452
"413","Fulton",13121001202,0.766500893621062,0.78027917860419,1.01396087434813,0.853580315524459
"414","Fulton",13121001300,0.549185680154362,0.145152208773535,0.49759716314125,0.397311684023049
"415","Fulton",13121001400,0.752679645406902,0.848578557459152,0.831459355263852,0.810905852709969
"416","Fulton",13121001500,0.384876254614455,0.625390257362598,0.725367296176286,0.57854460271778
"417","Fulton",13121001600,0.78105982629388,0.843542978604152,0.740386000350835,0.788329601749622
"418","Fulton",13121001700,-0.119689021829641,-0.987891125551279,0.103028360983859,-0.334850595465687
"419","Fulton",13121001800,-0.233115952800976,-0.348028524175274,0.39524902057652,-0.0619651521332434
"420","Fulton",13121001900,0.417662333508571,0.643422263543838,0.0308178140168666,0.363967470356425
"421","Fulton",13121002100,-0.0594743168721453,-0.798978029530097,-0.161562063390701,-0.340004803264314
"422","Fulton",13121002300,-1.29029708779138,-2.68436833251227,-1.564332164145,-1.84633252814955
"423","Fulton",13121002400,-0.805373193399861,-0.952757659231999,-0.682982264238197,-0.813704372290019
"424","Fulton",13121002500,-1.20167449741382,-1.52049917252519,-0.958726750787288,-1.22696680690877
"425","Fulton",13121002600,-1.02606838679766,-1.80492603359492,-0.686379975065811,-1.17245813181947
"426","Fulton",13121002800,-0.958226318827063,-0.398887594500687,0.232394290429839,-0.374906540965971
"427","Fulton",13121002900,0.383047359138444,0.730253761748497,0.674234369623255,0.595845163503399
"428","Fulton",13121003000,0.437095959659716,0.890154087383433,0.971112278273629,0.766120775105593
"429","Fulton",13121003100,-0.752592071577051,-0.131040075602197,-0.569340035040648,-0.484324060739965
"430","Fulton",13121003200,-0.335044800363981,0.357538127383267,0.0640108210274623,0.0288347160155828
"431","Fulton",13121003500,0.266099819346101,0.382814998331238,-0.832308482117609,-0.0611312214800901
"432","Fulton",13121003600,-0.713325809272133,-0.473801063226719,0.419612631439434,-0.255838080353139
"433","Fulton",13121003800,-0.208234496216859,-0.120902668066658,-0.0765194192726869,-0.135218861185401
"434","Fulton",13121003900,-0.868862449138691,-1.59033642288096,-1.18470140590954,-1.2146334259764
"435","Fulton",13121004000,-1.19856357157676,-1.18685579885598,-0.908249740058059,-1.09788970349694
"436","Fulton",13121004100,-0.563173322290604,-1.5351374205127,-1.36416515064476,-1.15415863114935
"437","Fulton",13121004200,-0.623555272895345,-0.768364548546801,-0.189969296420418,-0.527296372620855
"438","Fulton",13121004300,-0.690414163653691,-1.64230081542694,0.379593675672754,-0.651040434469291
"439","Fulton",13121004400,-0.926658933372848,-1.0031756304938,-0.769788101678217,-0.899874221848288
"440","Fulton",13121004800,-0.261715926334388,-1.63643591824162,-0.812733113730835,-0.903628319435614
"441","Fulton",13121004900,-0.661863963636169,0.393345982520971,-0.681535960602107,-0.316684647239102
"442","Fulton",13121005000,-0.12385279896266,0.247708781748819,-0.641404445190932,-0.172516154134924
"443","Fulton",13121005200,-0.479107079363632,0.495742728255163,-0.129113039563924,-0.0374924635574644
"444","Fulton",13121005300,-0.374729316581767,0.582614253568522,-0.113635980393547,0.0314163188644031
"445","Fulton",13121005501,-0.755092423178222,-0.931630333800759,-1.65925719380709,-1.11532665026203
"446","Fulton",13121005502,-0.505395110168556,-1.38174891258674,-0.515877769186914,-0.801007263980737
"447","Fulton",13121005700,-1.22181580428503,-1.44620381085262,-1.06274882262506,-1.24358947925424
"448","Fulton",13121005800,-0.923345956192567,-1.86175792559746,-1.15867865241222,-1.31459417806741
"449","Fulton",13121006000,-0.968910452896932,-1.37052833363182,-0.884775531200578,-1.07473810590978
"450","Fulton",13121006100,-1.06010403654281,-1.29529939730188,-0.570672239391798,-0.975358557745494
"451","Fulton",13121006200,-0.784727383975875,-2.1026964176277,-1.46387105344664,-1.45043161835007
"452","Fulton",13121006300,-0.932203061480934,-1.8803604687497,-1.02015122144789,-1.27757158389284
"453","Fulton",13121006400,-1.20243042315463,-1.57405380711342,-1.5805479230961,-1.45234405112138
"454","Fulton",13121006500,-0.599190043447348,-0.543505486983928,-0.918607160394796,-0.687100896942024
"455","Fulton",13121006601,-0.367614522628016,-0.881450277583148,-0.720719749521425,-0.656594849910863
"456","Fulton",13121006602,-0.96515774176131,-2.38372856382471,-1.37325994862272,-1.57404875140291
"457","Fulton",13121006700,-0.735896686339489,-1.20100356408988,-0.500762871320753,-0.812554373916708
"458","Fulton",13121006801,-0.777163874623555,-1.38102652732108,-0.847274661251823,-1.00182168773215
"459","Fulton",13121006802,-1.14018102550298,-2.11357563614748,-1.65533854882507,-1.63636507015851
"460","Fulton",13121006900,-0.997032817646061,-0.685142181829013,-1.33344014600586,-1.00520504849365
"461","Fulton",13121007001,-0.891832076780971,-1.0454160499576,-0.834118488475332,-0.923788871737968
"462","Fulton",13121007002,-0.624593850223035,-2.17557816302299,-1.66430378443344,-1.48815859922649
"463","Fulton",13121007100,-1.13672948502321,-1.67005112289586,-0.78573296709549,-1.19750452500485
"464","Fulton",13121007200,-1.00135064942297,-1.80933586419317,-0.775816137170604,-1.19550088359558
"465","Fulton",13121007300,-0.931165908880744,-1.49765728821631,-1.49096636099739,-1.30659651936481
"466","Fulton",13121007400,-0.885003140920593,-1.95850753866803,-2.22363655709339,-1.689049078894
"467","Fulton",13121007500,-0.83481690429087,-1.46000388501236,-0.819112512097949,-1.03797776713373
"468","Fulton",13121007602,-1.1496975795398,-1.00423913914216,-0.638901629790987,-0.930946116157648
"469","Fulton",13121007603,-1.15544698623014,-1.95506728711283,-1.1272029436474,-1.41257240566346
"470","Fulton",13121007604,-1.71842001256999,-2.03283215638623,-0.548352068579168,-1.4332014125118
"471","Fulton",13121007703,-1.20416909189795,-0.617048246584064,-0.478596419790848,-0.766604586090956
"472","Fulton",13121007704,-0.609792460558543,-0.925849698841577,-0.718080627594114,-0.751240928998078
"473","Fulton",13121007705,-1.2140699259396,-1.01593686604678,-0.774556481708934,-1.00152109123177
"474","Fulton",13121007706,-0.519444177727826,-0.409382867740543,-0.0273186496313244,-0.318715231699898
"475","Fulton",13121007802,-0.571891217091624,-0.235278531845466,-0.309844196158697,-0.372337981698596
"476","Fulton",13121007805,-0.725046348133436,-1.14114500461964,-0.0365631654190343,-0.634251506057371
"477","Fulton",13121007806,-1.09117431751593,-1.10374799009392,-0.94549534825113,-1.04680588528699
"478","Fulton",13121007807,-1.61730935935793,-1.20730557005522,-1.414855424604,-1.41315678467238
"479","Fulton",13121007808,-1.28359506177573,-2.04810136683661,-1.73672815259721,-1.68947486040318
"480","Fulton",13121007900,-0.641490123508326,0.375992300229392,-0.285271478178776,-0.18358976715257
"481","Fulton",13121008000,-0.834651231758088,-0.567899718245737,-0.38843592366302,-0.596995624555615
"482","Fulton",13121008101,-1.45356106214018,-0.490139630898108,-0.966863428232776,-0.970188040423687
"483","Fulton",13121008102,-1.19332371894267,-1.67446444787521,-1.07298262446489,-1.31359026376092
"484","Fulton",13121008201,-1.46893769332873,-0.721781501739758,-0.964373382727518,-1.051697525932
"485","Fulton",13121008202,-1.18938886990889,-1.63436338550957,-1.56550669086932,-1.46308631542926
"486","Fulton",13121008301,-1.67888776681419,-1.73269225645661,-1.40045796133751,-1.6040126615361
"487","Fulton",13121008302,-1.64149160400547,-0.891429738126327,-1.54627584051475,-1.35973239421552
"488","Fulton",13121008400,-1.5697855589131,-1.42858735979562,-1.81217494717065,-1.60351595529312
"489","Fulton",13121008500,-1.32520063390363,-1.75194295950961,-1.90346373304982,-1.66020244215435
"490","Fulton",13121008601,-1.52641728984768,-2.03634889296066,-1.40236902899164,-1.65504507059999
"491","Fulton",13121008602,-1.68802929871417,-0.917654488461197,-1.0848054931283,-1.23016309343455
"492","Fulton",13121008700,-1.81204792817159,-1.29415857050808,-1.21154225852723,-1.43924958573563
"493","Fulton",13121008800,0.467027905404324,0.728305477048355,0.276044806185545,0.490459396212742
"494","Fulton",13121008902,0.708813009398365,0.601718452835825,0.301078249538849,0.53720323725768
"495","Fulton",13121008903,-0.0283566618573933,-1.04979176776739,0.177704507447157,-0.30014797405921
"496","Fulton",13121008904,0.672295138764127,0.497701525521683,0.664559066312644,0.611518576866151
